key	status	detail	canonical_title
bai2026maspromptbench	OK	arXiv:2606.23664 sim=1.00	MAS-PromptBench: When Does Prompt Optimization Improve Multi-Agent LLM Systems?
wang2025evolving	OK	arXiv:2506.17930 sim=1.00	Evolving Prompts In-Context: An Open-ended, Self-replicating Perspective
wang2024agent	OK	arXiv:2409.07429 sim=1.00	Agent Workflow Memory
gupta2024metareflection	OK	arXiv:2405.13009 sim=1.00	MetaReflection: Learning Instructions for Language Agents using Past Reflections
xu2025amem	OK	arXiv:2502.12110 sim=1.00	A-MEM: Agentic Memory for LLM Agents
yan2025memoryr1	OK	arXiv:2508.19828 sim=1.00	Memory-R1: Enhancing Large Language Model Agents to Manage and Utilize Memories via Reinforcement Learning
zhang2025gmemory	OK	arXiv:2506.07398 sim=1.00	G-Memory: Tracing Hierarchical Memory for Multi-Agent Systems
zhang2025memevolve	OK	arXiv:2512.18746 sim=1.00	MemEvolve: Meta-Evolution of Agent Memory Systems
guo2026cascade	OK	arXiv:2605.06702 sim=1.00	CASCADE: Case-Based Continual Adaptation for Large Language Models During Deployment
ji2026memory	OK	arXiv:2606.06036 sim=1.00	Memory is Reconstructed, Not Retrieved: Graph Memory for LLM Agents
liu2026mempro	OK	arXiv:2606.00619 sim=1.00	MemPro: Agentic Memory Systems as Evolvable Programs
lin2026museautoskill	OK	arXiv:2605.27366 sim=1.00	MUSE-Autoskill: Self-Evolving Agents via Skill Creation, Memory, Management, and Evaluation
zhang2026agentfactory	OK	arXiv:2603.18000 sim=1.00	AgentFactory: A Self-Evolving Framework Through Executable Subagent Accumulation and Reuse
hu2025evaluating	OK	arXiv:2507.05257 sim=1.00	Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions
ouyang2025reasoningbank	OK	arXiv:2509.25140 sim=1.00	ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory
chhikara2025mem0	OK	arXiv:2504.19413 sim=1.00	Mem0: Building Production-Ready AI Agents with Scalable Long-Term Memory
fang2025memp	OK	arXiv:2508.06433 sim=1.00	Memp: Exploring Agent Procedural Memory
cao2025remember	OK	arXiv:2512.10696 sim=1.00	Remember Me, Refine Me: A Dynamic Procedural Memory Framework for Experience-Driven Agent Evolution
wei2025evomemory	OK	arXiv:2511.20857 sim=1.00	Evo-Memory: Benchmarking LLM Agent Test-time Learning with Self-Evolving Memory
zhang2026liveevo	OK	arXiv:2602.02369 sim=1.00	Live-Evo: Online Evolution of Agentic Memory from Continuous Feedback
zhang2026memskill	OK	arXiv:2602.02474 sim=1.00	MemSkill: Learning and Evolving Memory Skills for Self-Evolving Agents
xia2026skillrl	OK	arXiv:2602.08234 sim=1.00	SkillRL: Evolving Agents via Recursive Skill-Augmented Reinforcement Learning
yang2026autoskill	OK	arXiv:2603.01145 sim=1.00	AutoSkill: Experience-Driven Lifelong Learning via Skill Self-Evolution
zhou2026mementoskills	OK	arXiv:2603.18743 sim=1.00	Memento-Skills: Let Agents Design Agents
liu2026skillsvote	OK	arXiv:2605.18401 sim=1.00	SkillsVote: Lifecycle Governance of Agent Skills from Collection, Recommendation to Evolution
zhang2026useful	OK	arXiv:2605.12978 sim=1.00	Useful Memories Become Faulty When Continuously Updated by LLMs
belikova2026managing	OK	arXiv:2606.23127 sim=1.00	Managing Procedural Memory in LLM Agents: Control, Adaptation, and Evaluation
wu2026automem	OK	arXiv:2607.01224 sim=1.00	AutoMem: Automated Learning of Memory as a Cognitive Skill
yang2025revisiting	OK	arXiv:2505.22960 sim=1.00	Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness
lin2025enhancing	OK	arXiv:2509.14034 sim=1.00	Enhancing Multi-Agent Debate System Performance via Confidence Expression
nguyen2026hear	OK	arXiv:2603.20640 sim=1.00	Hear Both Sides: Efficient Multi-Agent Debate via Diversity-Aware Message Retention
zhang2025stop	OK	arXiv:2502.08788 sim=1.00	Stop Overvaluing Multi-Agent Debate -- We Must Rethink Evaluation and Embrace Model Heterogeneity
lan2024training	OK	arXiv:2410.15287 sim=1.00	Training Language Models to Critique With Multi-agent Feedback
xi2025critiquerl	OK	arXiv:2510.24320 sim=1.00	Critique-RL: Training Language Models for Critiquing through Two-Stage Reinforcement Learning
yang2025deepcritic	OK	arXiv:2505.00662 sim=1.00	DeepCritic: Deliberate Critique with Large Language Models
xi2024enhancing	OK	arXiv:2411.16579 sim=1.00	Enhancing LLM Reasoning via Critique Models with Test-Time and Training-Time Supervision
xie2025teaching	OK	arXiv:2502.03492 sim=1.00	Teaching Language Models to Critique via Reinforcement Learning
chen2025spc	OK	arXiv:2504.19162 sim=1.00	SPC: Evolving Self-Play Critic via Adversarial Games for LLM Reasoning
yang2025lighthouse	OK	arXiv:2503.16024 sim=1.00	The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement
yuan2025agentr	OK	arXiv:2501.11425 sim=1.00	Agent-R: Training Language Model Agents to Reflect via Iterative Self-Training
subramaniam2025multiagent	OK	arXiv:2501.05707 sim=1.00	Multiagent Finetuning: Self Improvement with Diverse Reasoning Chains
motwani2024malt	OK	arXiv:2412.01928 sim=1.00	MALT: Improving Reasoning with Multi-Agent LLM Training
park2025maporl	OK	arXiv:2502.18439 sim=1.00	MAPoRL: Multi-Agent Post-Co-Training for Collaborative Large Language Models with Reinforcement Learning
stengeleskin2024teaching	OK	arXiv:2410.14596 sim=1.00	Teaching Models to Balance Resisting and Accepting Persuasion
horst2025playpen	OK	arXiv:2504.08590 sim=1.00	Playpen: An Environment for Exploring Learning Through Conversational Interaction
cheng2024selfplaying	OK	arXiv:2404.10642 sim=1.00	Self-playing Adversarial Language Game Enhances LLM Reasoning
kuba2025language	OK	arXiv:2509.07414 sim=1.00	Language Self-Play For Data-Free Training
chen2025multiagent	OK	arXiv:2510.23595 sim=1.00	Multi-Agent Evolve: LLM Self-Improve through Co-evolution
sarkar2025training	OK	arXiv:2502.06060 sim=1.00	Training Language Models for Social Deduction with Multi-Agent Reinforcement Learning
yi2026latent	OK	arXiv:2604.24881 sim=1.00	Latent Agents: A Post-Training Procedure for Internalized Multi-Agent Debate
kirchner2024prover	OK	arXiv:2407.13692 sim=1.00	Prover-Verifier Games improve legibility of LLM outputs
sukovic2024reward	OK	arXiv:2402.15826 sim=1.00	Reward Design for Justifiable Sequential Decision-Making
khan2024debating	OK	arXiv:2402.06782 sim=1.00	Debating with More Persuasive LLMs Leads to More Truthful Answers
kenton2024scalable	OK	arXiv:2407.04622 sim=1.00	On scalable oversight with weak LLMs judging strong LLMs
arnesen2024training	OK	arXiv:2409.16636 sim=1.00	Training Language Models to Win Debates with Self-Play Improves Judge Accuracy
lang2025debate	OK	arXiv:2501.13124 sim=1.00	Debate Helps Weak-to-Strong Generalization
shi2024yell	OK	arXiv:2403.12910 sim=1.00	Yell At Your Robot: Improving On-the-Fly from Language Corrections
zha2023distilling	OK	arXiv:2311.10678 sim=1.00	Distilling and Retrieving Generalizable Knowledge for Robot Manipulation via Language Corrections
cui2023no	OK	arXiv:2301.02555 sim=1.00	"No, to the Right" -- Online Language Corrections for Robotic Manipulation via Shared Autonomy
xi2024teaching	OK	arXiv:2410.24218 sim=1.00	Teaching Embodied Reinforcement Learning Agents: Informativeness and Diversity of Language Use
lee2026roboreward	OK	arXiv:2601.00675 sim=1.00	RoboReward: General-Purpose Vision-Language Reward Models for Robotics
tan2025robodopamine	OK	arXiv:2512.23703 sim=1.00	Robo-Dopamine: General Process Reward Modeling for High-Precision Robotic Manipulation
belkhale2024rth	OK	arXiv:2403.01823 sim=1.00	RT-H: Action Hierarchies Using Language
duan2024aha	OK	arXiv:2410.00371 sim=1.00	AHA: A Vision-Language-Model for Detecting and Reasoning Over Failures in Robotic Manipulation
ma2024dreureka	OK	arXiv:2406.01967 sim=1.00	DrEureka: Language Model Guided Sim-To-Real Transfer
wang2024rlvlmf	OK	arXiv:2402.03681 sim=1.00	RL-VLM-F: Reinforcement Learning from Vision Language Foundation Model Feedback
hwang2024motif	OK	arXiv:2409.10683 sim=1.00	MotIF: Motion Instruction Fine-tuning
dai2024racer	OK	arXiv:2409.14674 sim=1.00	RACER: Rich Language-Guided Failure Recovery Policies for Imitation Learning
wybitul2024vista	OK	arXiv:2411.13211 sim=1.00	ViSTa Dataset: Do vision-language models understand sequential tasks?
huang2024vlmrl	OK	arXiv:2412.15544 sim=1.00	VLM-RL: A Unified Vision Language Models and Reinforcement Learning Framework for Safe Autonomous Driving
lu2025vlarl	OK	arXiv:2505.18719 sim=1.00	VLA-RL: Towards Masterful and General Robotic Manipulation with Scalable Reinforcement Learning
lin2025failsafe	OK	arXiv:2510.01642 sim=1.00	FailSafe: Reasoning and Recovery from Failures in Vision-Language-Action Models
pacaud2025scaling	OK	arXiv:2512.01946 sim=1.00	Scaling Cross-Environment Failure Reasoning Data for Vision-Language Robotic Manipulation
wu2026large	OK	arXiv:2603.16065 sim=1.00	Large Reward Models: Generalizable Online Robot Reward Generation with Vision-Language Models
schroeder2026soler1	OK	arXiv:2603.28730 sim=1.00	SOLE-R1: Video-Language Reasoning as the Sole Reward for On-Robot Reinforcement Learning
lambert2024rewardbench	OK	arXiv:2403.13787 sim=1.00	RewardBench: Evaluating Reward Models for Language Modeling
malik2025rewardbench	OK	arXiv:2506.01937 sim=1.00	RewardBench 2: Advancing Reward Model Evaluation
liu2024rmbench	OK	arXiv:2410.16184 sim=1.00	RM-Bench: Benchmarking Reward Models of Language Models with Subtlety and Style
kim2024evaluating	OK	arXiv:2410.01729 sim=1.00	Evaluating Robustness of Reward Models for Mathematical Reasoning
lan2024criticeval	OK	arXiv:2402.13764 sim=1.00	CriticEval: Evaluating Large Language Model as Critic
tang2025realcritic	OK	arXiv:2501.14492 sim=1.00	RealCritic: Towards Effectiveness-Driven Evaluation of Language Model Critiques
zhang2025codecriticbench	OK	arXiv:2502.16614 sim=1.00	CodeCriticBench: A Holistic Code Critique Benchmark for Large Language Models
nath2025toolcomp	OK	arXiv:2501.01290 sim=1.00	ToolComp: A Multi-Tool Reasoning & Process Supervision Benchmark
zhou2025evaluating	OK	arXiv:2504.15253 sim=1.00	Evaluating Judges as Evaluators: The JETTS Benchmark of LLM-as-Judges as Test-Time Scaling Evaluators
zeng2023evaluating	OK	arXiv:2310.07641 sim=1.00	Evaluating Large Language Models at Evaluating Instruction Following
wang2023mint	OK	arXiv:2309.10691 sim=1.00	MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback
han2025convcodeworld	OK	arXiv:2502.19852 sim=1.00	ConvCodeWorld: Benchmarking Conversational Code Generation in Reproducible Feedback Environments
tan2024judgebench	OK	arXiv:2410.12784 sim=1.00	JudgeBench: A Benchmark for Evaluating LLM-based Judges
song2025prmbench	OK	arXiv:2501.03124 sim=1.00	PRMBench: A Fine-grained and Challenging Benchmark for Process-Level Reward Models
jiang2025feedback	OK	arXiv:2506.11930 sim=1.00	Feedback Friction: LLMs Struggle to Fully Incorporate External Feedback
son2024mmeval	OK	arXiv:2410.17578 sim=1.00	MM-Eval: A Multilingual Meta-Evaluation Benchmark for LLM-as-a-Judge and Reward Models
zhou2024rmb	OK	arXiv:2410.09893 sim=1.00	RMB: Comprehensively Benchmarking Reward Models in LLM Alignment
frick2024how	OK	arXiv:2410.14872 sim=1.00	How to Evaluate Reward Models for RLHF
ye2024justice	OK	arXiv:2410.02736 sim=1.00	Justice or Prejudice? Quantifying Biases in LLM-as-a-Judge
yan2025verifybench	OK	arXiv:2505.15801 sim=1.00	VerifyBench: Benchmarking Reference-based Reward Systems for Large Language Models
huang2025from	OK	arXiv:2505.22203 sim=1.00	From Accuracy to Robustness: A Study of Rule- and Model-based Verifiers in Mathematical Reasoning
lu2025agentrewardbench	OK	arXiv:2504.08942 sim=1.00	AgentRewardBench: Evaluating Automatic Evaluations of Web Agent Trajectories
feng2025are	OK	arXiv:2512.16041 sim=1.00	Are We on the Right Way to Assessing LLM-as-a-Judge?
feuer2025when	OK	arXiv:2509.20293 sim=1.00	When Judgment Becomes Noise: How Design Failures in LLM Judge Benchmarks Silently Undermine Validity
ma2026personalized	OK	arXiv:2604.07343 sim=1.00	Personalized RewardBench: Evaluating Reward Models with Human Aligned Personalization
wang2026aligning	OK	arXiv:2604.08178 sim=1.00	Aligning Agents via Planning: A Benchmark for Trajectory-Level Reward Modeling
lai2026biasscope	OK	arXiv:2602.09383 sim=1.00	BiasScope: Towards Automated Detection of Bias in LLM-as-a-Judge Evaluation
shi2024optimization	OK	arXiv:2403.17710 sim=1.00	Optimization-based Prompt Injection Attack to LLM-as-a-Judge
zhao2025one	OK	arXiv:2507.08794 sim=1.00	One Token to Fool LLM-as-a-Judge
maloyan2025adversarial	OK	arXiv:2504.18333 sim=1.00	Adversarial Attacks on LLM-as-a-Judge Systems: Insights from Prompt Injections
raina2024is	OK	arXiv:2402.14016 sim=1.00	Is LLM-as-a-Judge Robust? Investigating Universal Adversarial Attacks on Zero-shot LLM Assessment
li2025llms	OK	arXiv:2506.09443 sim=1.00	LLMs Cannot Reliably Judge (Yet?): A Comprehensive Assessment on the Robustness of LLM-as-a-Judge
yang2026turning	OK	arXiv:2605.26156 sim=1.00	Turning Bias into Bugs: Bandit-Guided Style Manipulation Attacks on LLM Judges
chen2025safer	OK	arXiv:2503.09347 sim=1.00	Safer or Luckier? LLMs as Safety Evaluators Are Not Robust to Artifacts
schwinn2026coin	OK	arXiv:2603.06594 sim=1.00	A Coin Flip for Safety: LLM Judges Fail to Reliably Measure Adversarial Robustness
evtimov2025wasp	OK	arXiv:2504.18575 sim=1.00	WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks
dziemian2026how	OK	arXiv:2603.15714 sim=1.00	How Vulnerable Are AI Agents to Indirect Prompt Injections? Insights from a Large-Scale Public Competition
zhao2025are	OK	arXiv:2510.14381 sim=1.00	Are My Optimized Prompts Compromised? Exploring Vulnerabilities of LLM-based Optimizers
baumgartner2024best	OK	arXiv:2404.05530 sim=1.00	Best-of-Venom: Attacking RLHF by Injecting Poisoned Preference Data
pathmanathan2024is	OK	arXiv:2406.12091 sim=1.00	Is poisoning a real threat to LLM alignment? Maybe more so than you think
hahm2026alignment	OK	arXiv:2605.27355 sim=1.00	Alignment Tampering: How Reinforcement Learning from Human Feedback Is Exploited to Optimize Misaligned Biases
pan2024feedback	OK	arXiv:2402.06627 sim=1.00	Feedback Loops With Language Models Drive In-Context Reward Hacking
taylor2025school	OK	arXiv:2508.17511 sim=1.00	School of Reward Hacks: Hacking harmless tasks generalizes to misaligned behavior in LLMs
wang2026reproducing	OK	arXiv:2606.04923 sim=1.00	Reproducing, Analyzing, and Detecting Reward Hacking in Rubric-Based Reinforcement Learning
roth2026hack	OK	arXiv:2605.20744 sim=1.00	Hack-Verifiable Environments: Towards Evaluating Reward Hacking at Scale
alazraki2025reverse	OK	arXiv:2505.15795 sim=1.00	Reverse Engineering Human Preferences with Reinforcement Learning
fanous2025syceval	OK	arXiv:2502.08177 sim=1.00	SycEval: Evaluating LLM Sycophancy
hong2025measuring	OK	arXiv:2505.23840 sim=1.00	Measuring Sycophancy of Language Models in Multi-turn Dialogues
cheng2025elephant	OK	arXiv:2505.13995 sim=1.00	ELEPHANT: Measuring and understanding social sycophancy in LLMs
pandey2026llms	OK	arXiv:2604.19117 sim=1.00	LLMs Know They're Wrong and Agree Anyway: The Shared Sycophancy-Lying Circuit
bukharin2025adversarial	OK	arXiv:2504.06141 sim=1.00	Adversarial Training of Reward Models
papadatos2024linear	OK	arXiv:2412.00967 sim=1.00	Linear Probe Penalties Reduce LLM Sycophancy
beigi2025sycophancy	OK	arXiv:2509.16742 sim=1.00	Sycophancy Mitigation Through Reinforcement Learning with Uncertainty-Aware Adaptive Reasoning Trajectories
zhang2025landscape	OK	arXiv:2509.02547 sim=1.00	The Landscape of Agentic Reinforcement Learning for LLMs: A Survey
pan2023automatically	OK	arXiv:2308.03188 sim=1.00	Automatically Correcting Large Language Models: Surveying the landscape of diverse self-correction strategies
fernandes2023bridging	OK	arXiv:2305.00955 sim=1.00	Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation
zhang2025testtime	OK	arXiv:2503.24235 sim=1.00	A Survey on Test-Time Scaling in Large Language Models: What, How, Where, and How Well?
xiao2024comprehensive	OK	arXiv:2410.15595 sim=1.00	A Comprehensive Survey of Direct Preference Optimization: Datasets, Theories, Variants, and Applications
wang2024reinforcement	OK	arXiv:2412.10400 sim=1.00	Reinforcement Learning Enhanced LLMs: A Survey
srivastava2025technical	OK	arXiv:2507.04136 sim=1.00	A Technical Survey of Reinforcement Learning Techniques for Large Language Models
gao2025survey	OK	arXiv:2507.21046 sim=1.00	A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence
fang2025comprehensive	OK	arXiv:2508.07407 sim=1.00	A Comprehensive Survey of Self-Evolving AI Agents: A New Paradigm Bridging Foundation Models and Lifelong Agentic Systems
du2025survey	OK	arXiv:2503.12434 sim=1.00	A Survey on the Optimization of Large Language Model-based Agents
surana2026generate	OK	arXiv:2605.02913 sim=1.00	Generate, Filter, Control, Replay: A Comprehensive Survey of Rollout Strategies for LLM Reinforcement Learning
ji2025survey	OK	arXiv:2505.02666 sim=1.00	A Survey on Progress in LLM Alignment from the Perspective of Reward Design
sumers2023cognitive	OK	arXiv:2309.02427 sim=1.00	Cognitive Architectures for Language Agents
wu2025sailing	OK	arXiv:2505.02686 sim=1.00	Sailing by the Stars: A Survey on Reward Models and Learning Strategies for Learning from Rewards
wei2025unifying	OK	arXiv:2510.09988 sim=1.00	Unifying Tree Search Algorithm and Reward Design for LLM Reasoning: A Survey
greenspoon1955reinforcing	OK	crossref sim=1.00 year=1955 doi=10.2307/1418524	The Reinforcing Effect of Two Spoken Sounds on the Frequency of Two Responses
krasner1958studies	WHITELISTED	Psychological Bulletin 55(3):148-170 (1958), DOI 10.1037/h0040492; verified via Crossref DOI lookup 2026-07-11 (title-only query ranks a different 1962 paper at sim=0.40)	
kaelbling1998planning	OK	crossref sim=1.00 year=1998 doi=10.1016/s0004-3702(98)00023-x	Planning and acting in partially observable stochastic domains
sutton2018reinforcement	WHITELISTED	MIT Press book, 2nd edition 2018 (books not resolvable by title APIs); restored because the CSUR manuscript cites the second edition
